#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 07 01 00 00 109  7.4  9.2 99.00 99.00 99.00 999 1020.5  28.2  28.4  24.6 99.0 99.00 
2016 07 01 00 10 101  7.6  9.5 99.00 99.00 99.00 999 1020.6  28.2  28.4  25.1 99.0 99.00 
2016 07 01 00 20 104  8.3  9.7 99.00 99.00 99.00 999 1020.6  28.1  28.4  24.5 99.0 99.00 
2016 07 01 00 30 107  8.0  9.4 99.00 99.00 99.00 999 1020.7  28.0  28.4  24.8 99.0 99.00 
2016 07 01 00 40 108  7.6  9.1  1.55  5.88  5.01 125 1021.0  28.0  28.4  24.4 99.0 99.00 
2016 07 01 00 50 113  7.3  9.3 99.00 99.00 99.00 999 1021.1  28.2  28.4  23.8 99.0 99.00 
2016 07 01 01 00 112  7.3  8.9 99.00 99.00 99.00 999 1021.2  28.3  28.4  23.9 99.0 99.00 
2016 07 01 01 10 105  7.5  9.5 99.00 99.00 99.00 999 1021.2  28.2  28.4  24.5 99.0 99.00 
2016 07 01 01 20 102  7.3  8.9 99.00 99.00 99.00 999 1021.2  28.1  28.4  24.7 99.0 99.00 
2016 07 01 01 30  98  6.9  8.3 99.00 99.00 99.00 999 1021.2  28.0  28.4  25.0 99.0 99.00 
2016 07 01 01 40 103  7.1  8.6  1.40  5.88  4.90 130 1021.1  28.0  28.4  25.0 99.0 99.00 
2016 07 01 01 50 103  7.2  8.7 99.00 99.00 99.00 999 1021.3  28.0  28.4  25.0 99.0 99.00 
2016 07 01 02 00 102  7.6  9.4 99.00 99.00 99.00 999 1021.3  28.0  28.4  24.8 99.0 99.00 
2016 07 01 02 10 105  7.9  9.6 99.00 99.00 99.00 999 1021.3  28.1  28.4  24.5 99.0 99.00 
2016 07 01 02 20 106  8.2  9.7 99.00 99.00 99.00 999 1021.3  28.1  28.4  24.6 99.0 99.00 
2016 07 01 02 30 105  7.9  9.4 99.00 99.00 99.00 999 1021.3  28.1  28.3  24.6 99.0 99.00 
2016 07 01 02 40 104  7.3  8.7  1.46  6.25  4.83 119 1021.3  28.2  28.3  24.8 99.0 99.00 
