#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 07 31 23 50  63  8.2  9.1  1.96  8.33  6.00  66 1010.3  28.3  28.3  25.6 99.0 99.00
2016 08 01 00 50  59  8.2  9.7  1.81  8.33  5.52  62 1011.3  28.3  28.2  25.8 99.0 99.00
2016 08 01 01 50  59  8.9 11.2  1.71  8.33  5.61  68 1011.9  28.2  28.0  25.9 99.0 99.00
2016 08 01 02 50  58  7.3  8.6  1.67  7.69  5.54  63 1012.6  28.2  27.9  25.8 99.0 99.00
2016 08 01 03 50  58  6.6  7.5  1.71  8.33  5.68  75 1012.5  28.1  27.9  25.9 99.0 99.00
2016 08 01 04 50  59  5.0  6.2  1.66  8.33  5.65  72 1012.0  28.0  28.0  26.1 99.0 99.00
2016 08 01 05 50  56  6.7  7.6  1.63  8.33  6.01  67 1011.1  27.7  28.0  25.7 99.0 99.00
2016 08 01 06 50  52  7.1  8.5  1.70  8.33  5.92  69 1010.4  27.6  27.9  25.8 99.0 99.00
2016 08 01 07 50  56  6.8  7.9  1.70  7.69  5.86  57 1010.2  27.8  28.0  25.7 99.0 99.00
2016 08 01 08 50  44  7.5 10.3  1.79  8.33  6.10  62 1009.9  27.8  28.0  25.9 99.0 99.00
2016 08 01 09 50  53  7.0  8.5  1.95  8.33  6.11  59 1009.8  27.9  28.0  26.1 99.0 99.00
2016 08 01 10 50  65  8.2  9.5  1.68  8.33  5.94  56 1009.5  28.0  28.1  25.8 99.0 99.00
2016 08 01 11 50  66  9.0 10.5  1.79  8.33  6.02  52 1010.0  28.3  28.1  25.6 99.0 99.00
2016 08 01 12 50  57  7.9  9.1  1.61  8.33  5.43  64 1010.6  28.4  28.3  26.1 99.0 99.00
2016 08 01 13 50  55  8.1  9.8  1.53  7.69  5.29  67 1010.6  28.4  28.3  26.2 99.0 99.00
2016 08 01 14 50  59  7.5  9.2  1.70  8.33  5.44  68 1011.1  28.2  28.4  26.0 99.0 99.00
2016 08 01 15 50  63  7.3  8.8  1.68  8.33  5.42  58 1011.1  28.3  28.4  25.9 99.0 99.00
2016 08 01 16 50  58  6.0  7.1  1.53  7.69  5.53  73 1011.0  28.4  28.5  26.0 99.0 99.00
2016 08 01 17 50  60  6.0  6.8  1.51  8.33  5.49  61 1010.5  27.9  28.5  25.0 99.0 99.00
2016 08 01 18 50  71  6.4  7.3  1.64  7.69  5.69  67 1010.0  28.1  28.7  25.9 99.0 99.00
2016 08 01 19 50 107  5.2  6.3  1.61  7.14  5.50  55 1009.8  27.3  28.6  25.3 99.0 99.00
2016 08 01 20 50 100  4.9  5.9  1.55  8.33  5.53  69 1009.6  27.7  28.6  25.6 99.0 99.00
2016 08 01 21 50 102  3.5  4.4  1.77  7.14  5.95  45 1009.5  27.8  28.5  25.9 99.0 99.00
2016 08 01 22 50 105  5.1  5.9  1.66  7.69  5.95  50 1009.1  27.9  28.5  25.8 99.0 99.00
2016 08 01 23 50  97  6.8  8.0  1.90  8.33  6.25  51 1009.3  28.0  28.4  26.3 99.0 99.00
2016 08 02 00 50 100  7.7  9.3  1.87  8.33  6.31  52 1009.8  28.3  28.3  26.6 99.0 99.00
2016 08 02 01 50 100  8.8 10.7  2.09  8.33  6.41  51 1011.0  28.7  28.3  26.5 99.0 99.00
2016 08 02 02 50  99  8.9 10.4  2.33 10.81  6.70  44 1011.7  28.7  28.2  26.3 99.0 99.00
2016 08 02 03 50  98  8.5 10.3  2.49 10.00  6.75  48 1012.0  28.6  28.1  26.5 99.0 99.00
2016 08 02 04 50  97  9.1 11.2  2.41 10.00  6.39  57 1011.4  28.6  28.0  26.2 99.0 99.00
2016 08 02 05 50  89  9.4 12.1  2.60 10.00  6.50  46 1011.1  28.5  28.0  26.2 99.0 99.00
2016 08 02 06 50  92 10.4 13.4  2.73 10.00  6.65  60 1010.3  28.5  27.9  25.9 99.0 99.00
2016 08 02 07 50  96 11.7 14.7  2.91 10.00  6.54  65 1009.8  28.5  27.8  25.8 99.0 99.00
2016 08 02 08 50 102 12.0 15.2  3.31 10.00  6.66  68 1009.7  28.6  27.8  25.7 99.0 99.00
2016 08 02 09 50 101 11.5 14.8  3.13 10.00  6.44  79 1010.4  28.6  27.9  25.6 99.0 99.00
2016 08 02 10 50 101 12.0 14.8  3.30 10.00  6.66  64 1010.8  28.6  28.0  25.7 99.0 99.00
2016 08 02 11 50 100 12.9 15.5  3.44  9.09  6.75  71 1010.8  28.7  28.0  25.7 99.0 99.00
2016 08 02 12 50 102 12.0 15.3  3.02  7.69  6.22  79 1011.1  28.8  28.0  25.7 99.0 99.00
2016 08 02 13 50 103 11.7 13.9  3.24 10.00  6.47  81 1012.0  28.9  28.0  25.8 99.0 99.00
2016 08 02 14 50 103 11.2 13.5  3.11  9.09  6.43  80 1012.3  28.9  28.0  26.0 99.0 99.00
2016 08 02 15 50 101 11.6 14.5  3.19  8.33  6.56  85 1012.3  28.9  28.1  25.7 99.0 99.00
2016 08 02 16 50  98 10.9 13.2  3.05  9.09  6.41  82 1012.0  28.8  28.1  26.0 99.0 99.00
2016 08 02 17 50  99 11.2 13.4  3.04  9.09  6.38  89 1011.8  29.0  28.2  25.8 99.0 99.00
2016 08 02 18 50  95 11.0 12.7  2.77  8.33  6.26  76 1011.4  28.9  28.3  25.8 99.0 99.00
2016 08 02 19 50  91 10.4 12.7  3.23  9.09  6.65  75 1011.1  28.9  28.3  26.0 99.0 99.00
2016 08 02 20 50  87 10.7 13.0  3.04  9.09  6.25  81 1010.3  28.9  28.3  26.0 99.0 99.00
2016 08 02 21 50  84 11.0 13.3  2.82  8.33  6.11  91 1010.5  28.9  28.3  26.0 99.0 99.00
2016 08 02 22 50  86 11.9 13.7  3.01  8.33  6.35  88 1010.3  28.8  28.3  25.9 99.0 99.00
2016 08 02 23 50  84 11.7 14.3  3.16  9.09  6.60  84 1010.8  28.7  28.3  26.0 99.0 99.00
2016 08 03 00 50  81 12.1 15.2  3.03  8.33  6.38  88 1011.0  28.7  28.3  25.8 99.0 99.00
2016 08 03 01 50  86 12.1 15.2  3.17  9.09  6.41  79 1011.7  28.7  28.2  25.4 99.0 99.00
2016 08 03 02 50  88 10.8 13.5  3.19  8.33  6.55  90 1012.5  28.6  28.2  25.5 99.0 99.00
2016 08 03 03 50  86 12.0 15.3  3.31  9.09  6.58  85 1012.2  28.6  28.2  25.0 99.0 99.00
2016 08 03 04 50  86 12.0 14.1  3.02  9.09  6.39  86 1012.1  28.5  28.2  25.0 99.0 99.00
2016 08 03 05 50  92 10.4 12.9  3.12  8.33  6.35  94 1011.8  28.5  28.2  25.1 99.0 99.00
2016 08 03 06 50  89 10.9 13.7  2.99  9.09  6.40  76 1011.2  28.4  28.2  24.9 99.0 99.00
2016 08 03 07 50  93 11.1 12.7  3.02  8.33  6.23  96 1010.8  28.4  28.2  25.1 99.0 99.00
2016 08 03 08 50  94 12.3 15.2  3.06  9.09  6.40  80 1010.6  28.4  28.2  24.4 99.0 99.00
2016 08 03 09 50  93 10.3 12.8  2.97  9.09  6.30  83 1011.4  28.4  28.2  24.8 99.0 99.00
2016 08 03 10 50  93 10.4 12.1  3.09  9.09  6.63  83 1011.7  28.4  28.2  25.2 99.0 99.00
2016 08 03 11 50  94 11.1 13.2  2.65  9.09  5.99  77 1012.4  28.5  28.1  24.6 99.0 99.00
2016 08 03 12 50  93 11.2 14.1  2.90  8.33  6.19  70 1012.2  28.6  28.1  24.7 99.0 99.00
2016 08 03 13 50  88 10.8 12.8  2.96  9.09  6.14  88 1012.5  28.6  28.2  25.0 99.0 99.00
2016 08 03 14 50  90 10.0 12.3  2.74  8.33  6.04  83 1013.0  28.7  28.2  25.1 99.0 99.00
2016 08 03 15 50  92 10.5 13.5  2.93  9.09  6.33  77 1012.8  28.7  28.2  25.3 99.0 99.00
2016 08 03 16 50  90  9.7 11.8  2.70  8.33  6.08  80 1012.7  28.6  28.2  25.4 99.0 99.00
2016 08 03 17 50  89 10.1 11.9  2.77  8.33  6.15  86 1012.7  28.7  28.2  25.1 99.0 99.00
2016 08 03 18 50  87 10.4 12.0  2.64  8.33  6.09  83 1012.0  28.7  28.2  25.3 99.0 99.00
2016 08 03 19 50  89  9.4 11.1  2.51  8.33  5.92  86 1011.3  28.7  28.3  25.8 99.0 99.00
2016 08 03 20 50  87  9.5 11.2  2.65  7.69  6.15  81 1011.1  28.8  28.3  25.4 99.0 99.00
2016 08 03 21 50  88  9.7 11.5  2.45  8.33  5.98  82 1010.7  28.8  28.3  25.2 99.0 99.00
2016 08 03 22 50  88 10.1 12.4  2.32  8.33  5.97  94 1011.0  28.7  28.3  25.2 99.0 99.00
2016 08 03 23 50  85  9.2 10.5  2.34  8.33  5.93  86 1011.9  28.6  28.3  25.5 99.0 99.00
2016 08 04 00 50  91  9.4 11.6  2.53  8.33  6.05  90 1013.1  28.6  28.2  25.3 99.0 99.00
2016 08 04 01 50  86  8.3 10.5  2.27  8.33  5.78  87 1013.8  28.6  28.2  25.7 99.0 99.00
2016 08 04 02 50  83  8.4 10.5  2.20  7.69  5.85  89 1014.0  28.5  28.2  25.8 99.0 99.00
2016 08 04 03 50  83  8.3  9.8  2.35  8.33  6.08  85 1013.7  28.5  28.2  26.1 99.0 99.00
2016 08 04 04 50  90  9.0 10.9  2.20  8.33  5.85  83 1013.1  28.5  28.2  25.6 99.0 99.00
2016 08 04 05 50  86  8.2  9.8  2.33  8.33  6.06  85 1012.9  28.4  28.2  26.1 99.0 99.00
2016 08 04 06 50  85  9.2 11.4  2.15  8.33  5.81  81 1012.2  28.4  28.2  25.6 99.0 99.00
2016 08 04 07 50  78  9.3 10.4  2.23  8.33  5.94  88 1011.8  28.4  28.2  25.8 99.0 99.00
2016 08 04 08 50  79  9.3 11.0  2.18  7.69  5.79  87 1011.7  28.4  28.2  25.7 99.0 99.00
2016 08 04 09 50  83  9.8 11.4  1.95  7.69  5.45  85 1011.6  28.4  28.2  25.6 99.0 99.00
2016 08 04 10 50  82  8.5 10.3  2.07  7.69  5.75  90 1012.2  28.4  28.2  25.6 99.0 99.00
2016 08 04 11 50  86  9.1 10.9  1.94  7.69  5.56  89 1012.7  28.6  28.2  25.6 99.0 99.00
2016 08 04 12 50  92  9.2 10.8  2.10  8.33  5.69  92 1013.0  28.5  28.2  25.5 99.0 99.00
2016 08 04 13 50  77  8.4 10.9  1.98  7.14  5.58  89 1013.8  28.1  28.2  25.2 99.0 99.00
2016 08 04 14 50  90  8.0  9.9  2.13  7.69  5.78  91 1013.9  28.1  28.2  26.0 99.0 99.00
2016 08 04 15 50 102  6.7  8.5  2.10  7.69  5.82  91 1014.5  27.9  28.3  25.6 99.0 99.00
2016 08 04 16 50  96  7.2  8.8  2.11  7.14  5.86 100 1014.0  28.5  28.2  25.9 99.0 99.00
2016 08 04 17 50  93  7.9  9.9  2.09  7.69  5.88  87 1013.3  28.5  28.2  26.1 99.0 99.00
2016 08 04 18 50  85  7.1  8.2  2.12  7.69  5.69  97 1012.9  28.4  28.2  26.2 99.0 99.00
2016 08 04 19 50  84  6.9  8.4  2.09  7.69  5.91  90 1012.3  28.5  28.3  26.3 99.0 99.00
2016 08 04 20 50  78  8.1  9.9  2.03  7.69  5.80  89 1012.2  28.4  28.2  26.2 99.0 99.00
2016 08 04 21 50  89  8.8 10.7  2.08  7.14  5.68  91 1011.9  28.3  28.2  25.6 99.0 99.00
2016 08 04 22 50  83  8.7 10.4  2.02  7.69  5.55  86 1012.1  28.4  28.2  26.1 99.0 99.00
2016 08 04 23 50  79  9.6 11.2  2.02  7.69  5.53  87 1012.7  28.2  28.2  26.0 99.0 99.00
2016 08 05 00 50  81  8.6 10.2  2.35  7.69  5.99  88 1013.4  28.4  28.2  26.1 99.0 99.00
2016 08 05 01 50  89 10.0 11.8  2.14  7.69  5.68  75 1013.6  28.4  28.2  25.8 99.0 99.00
2016 08 05 02 50  90  9.7 11.6  2.31  7.14  5.74  91 1013.9  28.5  28.2  25.8 99.0 99.00
2016 08 05 03 50  85  8.8 10.5  1.93  8.33  5.55  93 1014.0  28.4  28.2  26.1 99.0 99.00
2016 08 05 04 50  87  9.9 12.0  2.19  7.69  5.69  72 1013.4  28.5  28.2  26.3 99.0 99.00
2016 08 05 05 50  92  9.8 11.4  2.32  7.69  5.72  74 1012.6  28.5  28.2  26.3 99.0 99.00
2016 08 05 06 50  90 10.0 11.9  2.12  6.67  5.35  84 1012.2  28.4  28.2  26.2 99.0 99.00
2016 08 05 07 50  87  9.2 11.1  2.02  7.69  5.36  82 1011.9  28.4  28.2  26.1 99.0 99.00
2016 08 05 08 50  84  9.3 11.4  2.23  7.69  5.69  83 1011.8  28.4  28.2  26.1 99.0 99.00
2016 08 05 09 50  89  9.2 10.7  2.20  7.69  5.74  87 1011.9  28.4  28.2  26.0 99.0 99.00
2016 08 05 10 50  90  9.2 11.1  1.99  8.33  5.41  92 1012.5  28.4  28.2  25.8 99.0 99.00
2016 08 05 11 50 107  7.3  9.0  2.26  8.33  5.86  92 1012.9  28.2  28.2  26.0 99.0 99.00
2016 08 05 12 50  86  5.1  6.7  2.30  7.69  5.84  92 1013.6  27.5  28.2  25.8 99.0 99.00
2016 08 05 13 50  94  7.6 10.1  2.19  7.69  5.77  86 1013.9  28.0  28.2  26.3 99.0 99.00
2016 08 05 14 50  89  7.7  9.0  2.15  7.14  5.69  85 1014.3  28.7  28.2  25.6 99.0 99.00
2016 08 05 15 50  80  7.4  8.7  2.00  8.33  5.68  89 1014.5  28.6  28.3  25.9 99.0 99.00
2016 08 05 16 50  77  8.2  9.7  2.19  7.69  5.76  84 1013.9  28.6  28.3  26.0 99.0 99.00
2016 08 05 17 50  80  8.6 10.6  2.21  8.33  5.88  82 1013.4  28.6  28.3  25.8 99.0 99.00
2016 08 05 18 50  73  7.6  9.4  2.05  7.69  5.66  85 1012.7  28.6  28.3  25.8 99.0 99.00
2016 08 05 19 50  74  8.3 10.1  1.96  7.69  5.61  77 1012.1  28.7  28.4  25.5 99.0 99.00
2016 08 05 20 50  72  9.0 10.1  1.92  8.33  5.60  81 1011.6  28.7  28.4  25.3 99.0 99.00
2016 08 05 21 50  68  8.1  9.3  1.82  7.69  5.51  84 1011.6  28.7  28.4  25.9 99.0 99.00
2016 08 05 22 50  70  7.4  8.7  1.80  8.33  5.33  78 1011.6  28.6  28.3  26.0 99.0 99.00
2016 08 05 23 50  68  8.3  9.8  1.76  7.69  5.46  87 1011.7  28.5  28.3  26.1 99.0 99.00
2016 08 06 00 50  65  8.0  9.2  1.74  7.69  5.42  81 1012.4  28.4  28.3  26.0 99.0 99.00
2016 08 06 01 50  66  8.9 10.6  1.73  7.14  5.38  87 1012.7  28.4  28.3  26.1 99.0 99.00
2016 08 06 02 50  70  9.8 11.4  1.69  7.69  5.17  79 1013.2  28.5  28.3  26.1 99.0 99.00
2016 08 06 03 50  74  9.9 11.6  1.90  7.14  5.35  82 1013.1  28.5  28.3  26.3 99.0 99.00
2016 08 06 04 50  71  9.2 11.4  1.74  7.69  5.14  82 1012.9  28.4  28.3  26.3 99.0 99.00
2016 08 06 05 50  73  8.7  9.9  1.88  7.69  5.44  64 1012.5  28.4  28.3  26.2 99.0 99.00
2016 08 06 06 50  69  7.4  9.6  1.77  6.67  5.39  81 1012.1  28.4  28.3  26.5 99.0 99.00
2016 08 06 07 50  74  8.0  9.5  1.83  7.14  5.29  82 1011.8  28.4  28.3  26.2 99.0 99.00
2016 08 06 08 50  79  9.2 10.7  1.90  6.25  5.31  82 1011.5  28.3  28.3  26.0 99.0 99.00
2016 08 06 09 50  85  8.7 10.9  1.95  7.69  5.37  77 1011.4  28.4  28.3  26.3 99.0 99.00
2016 08 06 10 50  90  8.2 10.0  1.91  7.14  5.35  77 1011.7  28.4  28.3  26.5 99.0 99.00
2016 08 06 11 50  92  8.5  9.8  1.87  7.14  5.41  74 1012.1  28.6  28.3  26.6 99.0 99.00
2016 08 06 12 50  90  7.8  9.3  1.88  7.69  5.49  75 1012.8  28.8  28.3  26.6 99.0 99.00
2016 08 06 13 50  91  8.1  9.5  2.12  7.69  5.75  65 1013.2  28.8  28.3  26.5 99.0 99.00
2016 08 06 14 50  89  7.5  9.6  2.03  8.33  5.66  63 1013.5  28.8  28.4  26.7 99.0 99.00
2016 08 06 15 50  91  8.5  9.8  1.98  7.69  5.78  69 1013.1  28.9  28.5  26.5 99.0 99.00
2016 08 06 16 50  95  7.2  8.9  2.27  7.69  6.10  69 1012.8  28.7  28.5  26.8 99.0 99.00
2016 08 06 17 50  90  9.2 11.2  2.26  7.69  6.04  72 1012.0  28.8  28.5  26.2 99.0 99.00
2016 08 06 18 50  81  7.9  9.7  2.06  7.69  5.75  68 1011.5  28.8  28.6  26.6 99.0 99.00
2016 08 06 19 50  75  8.1  9.8  2.14  7.69  5.82  77 1011.1  28.9  28.6  26.2 99.0 99.00
2016 08 06 20 50  77  8.0  9.7  2.33  8.33  6.00  64 1010.7  28.9  28.7  26.1 99.0 99.00
2016 08 06 21 50  74  8.1  9.6  2.13  8.33  6.01  73 1010.5  29.0  28.6  25.7 99.0 99.00
2016 08 06 22 50  75  8.3 10.0  2.03  8.33  5.86  69 1010.8  28.8  28.6  26.1 99.0 99.00
2016 08 06 23 50  70  7.9  9.5  2.14  8.33  5.96  75 1011.3  28.7  28.6  26.4 99.0 99.00
