#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 08 01 00 50  65  6.8  8.1  1.66  9.09  5.72  71 1013.9  26.5  27.4  23.9 99.0 99.00
2016 08 01 01 50  71  7.6  9.1  1.70  8.33  5.77  80 1013.6  25.0  27.4  23.8 99.0 99.00
2016 08 01 02 50  66  6.0  7.2  1.82  9.09  5.56  69 1013.5  24.9  27.4  23.2 99.0 99.00
2016 08 01 03 50  65  7.8 10.4  1.74  8.33  5.73  84 1012.9  24.8  27.4  23.4 99.0 99.00
2016 08 01 04 50  69  8.1 10.1  1.74  7.14  5.72  61 1012.2  25.9  27.4  22.8 99.0 99.00
2016 08 01 05 50  77  9.3 11.8  1.74  9.09  5.68  75 1011.9  24.8  27.4  23.3 99.0 99.00
2016 08 01 06 50  50  5.7  6.9  1.89  8.33  6.04  60 1012.0  24.7  27.4  23.3 99.0 99.00
2016 08 01 07 50  74  8.7 11.1  1.89  9.09  5.94  71 1012.0  24.8  27.4  23.6 99.0 99.00
2016 08 01 08 50  70  7.7  9.1  1.93  9.09  5.81  61 1012.4  25.7  27.4  23.3 99.0 99.00
2016 08 01 09 50  78  8.8 11.1  1.91  7.14  5.72  57 1012.8  25.6  27.4  23.4 99.0 99.00
2016 08 01 10 50  84  6.5  8.2  1.95  8.33  5.71  72 1013.6  25.1  27.4  22.9 99.0 99.00
2016 08 01 11 50  84  6.5  7.6  1.87  7.69  5.80  56 1013.9  26.5  27.4  22.3 99.0 99.00
2016 08 01 12 50  68  7.7 11.5  1.96  8.33  5.97  64 1013.8  25.9  27.4  22.7 99.0 99.00
2016 08 01 13 50  90  6.4  7.9  1.85  9.09  5.96  77 1013.9  26.9  27.5  22.3 99.0 99.00
2016 08 01 14 50  78  6.0  7.2  1.89  8.33  5.88  73 1013.7  27.0  27.5  22.5 99.0 99.00
2016 08 01 15 50  71  6.0  7.1  1.84  9.09  6.05  93 1013.2  27.1  27.6  22.2 99.0 99.00
2016 08 01 16 50  78  6.2  7.7  1.94  7.14  6.00  62 1012.5  27.1  27.7  22.1 99.0 99.00
2016 08 01 17 50  68  6.0  7.2  1.95  9.09  6.00  82 1011.8  27.2  27.7  22.5 99.0 99.00
2016 08 01 18 50  60  6.0  7.5  2.02  9.09  6.26  85 1011.3  27.2  27.6  22.4 99.0 99.00
2016 08 01 19 50  60  5.7  6.8  1.96  8.33  6.06  76 1011.4  27.2  27.6  22.3 99.0 99.00
2016 08 01 20 50  68  5.9  7.1  1.91  8.33  6.08  78 1011.9  27.0  27.6  22.5 99.0 99.00
2016 08 01 21 50  59  6.7  8.0  1.94  9.09  6.26  81 1012.2  27.0  27.6  22.6 99.0 99.00
2016 08 01 22 50  64  7.1  8.6  1.74  8.33  5.93  73 1013.0  27.0  27.5  22.2 99.0 99.00
2016 08 01 23 50  69  6.6  8.0  1.85  9.09  6.15  85 1013.7  27.0  27.5  23.0 99.0 99.00
2016 08 02 00 50  64  7.5  9.4  1.80  8.33  6.01  88 1014.0  26.9  27.5  23.0 99.0 99.00
2016 08 02 01 50  67  7.6  8.9  1.93  9.09  6.11  85 1014.3  27.0  27.5  23.0 99.0 99.00
2016 08 02 02 50  70  7.1  8.4  1.91  8.33  6.12  86 1014.2  27.0  27.5  23.2 99.0 99.00
2016 08 02 03 50  78  7.5  8.8  1.94  8.33  6.15  77 1013.7  27.0  27.5  23.1 99.0 99.00
2016 08 02 04 50  68  7.4  8.6  2.01  8.33  6.26  75 1013.1  26.8  27.4  23.3 99.0 99.00
2016 08 02 05 50  64  7.1  8.2  1.90  9.09  6.16  85 1012.7  26.6  27.4  23.4 99.0 99.00
2016 08 02 06 50  68  6.5  7.7  1.89  9.09  6.12 102 1012.4  26.6  27.4  23.5 99.0 99.00
2016 08 02 07 50  65  6.2  7.3  1.98  9.09  6.23  90 1012.9  26.7  27.4  23.7 99.0 99.00
2016 08 02 08 50  63  6.3  8.0  1.84  9.09  6.35  86 1013.3  26.2  27.4  24.1 99.0 99.00
2016 08 02 09 50  71  8.6  9.8  1.78  8.33  5.93  71 1013.9  26.0  27.4  24.0 99.0 99.00
2016 08 02 10 50  59  5.7  7.0  1.79  9.09  5.91  92 1014.6  26.1  27.4  23.8 99.0 99.00
2016 08 02 11 50  67  5.2  6.5  1.84  9.09  6.14  95 1015.1  26.3  27.5  23.7 99.0 99.00
2016 08 02 12 50  54  4.5  5.3  1.74  8.33  6.07  58 1015.2  26.6  27.5  24.1 99.0 99.00
2016 08 02 13 50  61  4.8  5.8  1.74  6.67  6.11  62 1015.4  26.7  27.6  24.1 99.0 99.00
2016 08 02 14 50  57  3.4  4.4  1.73  9.09  6.40  82 1015.2  26.6  27.6  24.0 99.0 99.00
2016 08 02 15 50  42  3.0  3.7  1.74  9.09  6.42  84 1014.6  26.7  27.7  24.1 99.0 99.00
2016 08 02 16 50  57  3.4  4.3  1.88  9.09  6.64  75 1014.1  26.8  27.8  23.9 99.0 99.00
2016 08 02 17 50  44  4.6  5.8  1.88  9.09  6.39  80 1014.0  25.5  27.7  23.9 99.0 99.00
2016 08 02 18 50  40  6.4  8.0  1.63 10.00  6.38  85 1013.8  25.8  27.6  24.3 99.0 99.00
2016 08 02 20 50  45  5.8  7.1  1.72  8.33  6.40  88 1013.8  26.3  27.5  24.2 99.0 99.00
2016 08 02 21 50  42  6.8  8.2  1.74  9.09  6.28  88 1013.6  26.3  27.5  24.2 99.0 99.00
2016 08 02 22 50  48  5.8  6.8  1.81  9.09  6.23  98 1014.0  26.6  27.5  24.7 99.0 99.00
2016 08 02 23 50  48  5.3  6.6  1.73  9.09  6.03  91 1014.5  26.3  27.5  24.4 99.0 99.00
2016 08 03 00 50  62  6.6  8.1  1.77  7.69  6.33  83 1014.6  26.2  27.5  25.1 99.0 99.00
2016 08 03 01 50  68  7.1  8.4  1.74  7.69  6.17  74 1014.7  26.1  27.5  24.8 99.0 99.00
2016 08 03 02 50  82  7.4  8.7  1.77  7.69  6.04  74 1014.2  26.2  27.5  24.9 99.0 99.00
2016 08 03 03 50  85  7.9  8.9  1.84  7.69  5.98  74 1013.6  26.3  27.4  24.6 99.0 99.00
2016 08 03 04 50  92  8.2 10.2  1.86  9.09  5.94  98 1013.3  26.0  27.4  24.6 99.0 99.00
2016 08 03 05 50 111  7.3  8.6  1.83 10.00  5.96 116 1013.0  25.9  27.4  24.6 99.0 99.00
2016 08 03 06 50 116  6.4  7.4  1.86  7.69  6.12  88 1012.9  26.4  27.4  24.4 99.0 99.00
2016 08 03 07 50 119  6.1  7.2  1.96  8.33  6.47  89 1013.1  26.6  27.4  24.3 99.0 99.00
2016 08 03 08 50 126  4.9  5.9  1.97  8.33  6.57  88 1013.3  26.7  27.4  24.5 99.0 99.00
2016 08 03 09 50 115  4.8  5.8  1.91 10.00  6.69 132 1013.9  26.1  27.4  24.4 99.0 99.00
2016 08 03 10 50 133  5.1  6.1  1.81  9.09  6.41 113 1014.3  26.4  27.4  24.3 99.0 99.00
