#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 08 31 23 50  81  8.3 10.1  1.58  9.09  5.28 119 1014.4  28.5  28.8  23.9 99.0 99.00
2016 09 01 00 50  79  8.5  9.8  1.67  7.14  5.22  78 1015.1  28.4  28.8  24.1 99.0 99.00
2016 09 01 01 50  80  8.4 10.0  1.64  9.09  5.41 101 1015.5  28.4  28.8  24.2 99.0 99.00
2016 09 01 02 50  76  7.8  9.4  1.66  9.09  5.23 122 1015.2  28.4  28.8  24.2 99.0 99.00
2016 09 01 03 50  81  6.9 10.1  1.76  9.09  5.47 108 1014.6  27.7  28.8  24.9 99.0 99.00
2016 09 01 04 50  86  9.3 11.5  1.73  6.25  5.34  88 1013.7  27.4  28.8  24.7 99.0 99.00
2016 09 01 05 50  81 10.0 11.6  1.91  5.56  5.30  80 1012.8  28.2  28.8  24.8 99.0 99.00
2016 09 01 06 50  83  9.8 12.0  1.90  5.88  5.27  90 1012.4  28.1  28.7  24.3 99.0 99.00
2016 09 01 07 50  82  9.9 11.6  2.00  6.25  5.41  85 1012.6  28.2  28.7  23.8 99.0 99.00
2016 09 01 08 50  79  9.2 11.5  2.04  6.67  5.42  82 1013.0  28.2  28.7  24.2 99.0 99.00
2016 09 01 09 50  79  8.0  9.4  2.06  6.67  5.42  77 1013.4  28.2  28.7  23.7 99.0 99.00
2016 09 01 10 50  80  8.2  9.7  1.99  6.67  5.38  86 1014.0  28.3  28.7  23.6 99.0 99.00
2016 09 01 11 50  71  7.0  7.8  2.09  6.67  5.51  86 1014.8  28.4  28.7  23.7 99.0 99.00
2016 09 01 12 50  72  8.0  9.6  1.86  7.14  5.48  81 1015.6  28.5  28.8  23.4 99.0 99.00
2016 09 01 13 50  67  7.6  9.1  1.95  7.14  5.59  81 1015.7  28.5  28.8  23.5 99.0 99.00
2016 09 01 14 50  72  7.5  8.6  1.99  7.14  5.54  91 1015.7  28.6  28.8  23.7 99.0 99.00
2016 09 01 15 50  66  6.5  7.9  1.92  6.67  5.72  87 1015.0  28.5  28.9  24.0 99.0 99.00
2016 09 01 16 50  70  5.5  6.8  1.86  7.14  5.67  81 1014.5  28.5  28.9  24.1 99.0 99.00
