#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 08 31 23 50  51  8.4  9.6  1.77  7.14  5.46  55 1015.1  27.9  28.0  24.4 99.0 99.00
2016 09 01 00 50  51  8.5  9.8  1.87  7.14  5.45  84 1015.6  28.0  28.0  24.4 99.0 99.00
2016 09 01 01 50  52  7.9  9.2  1.67  7.69  5.53  97 1015.7  28.0  28.0  24.3 99.0 99.00
2016 09 01 02 50  48  6.6  7.6  1.78  6.25  5.51  62 1015.5  27.8  28.0  24.6 99.0 99.00
2016 09 01 03 50  41  7.5  8.7  1.62  7.69  5.50  92 1014.6  27.8  28.0  24.7 99.0 99.00
2016 09 01 04 50  43  7.8  8.9  1.72  7.14  5.57  56 1013.8  27.8  28.0  24.6 99.0 99.00
2016 09 01 05 50  43  6.8  8.0  1.67  6.67  5.58  52 1013.3  27.7  28.0  24.7 99.0 99.00
2016 09 01 06 50  45  7.0  8.1  1.68  6.67  5.52  54 1012.8  27.7  28.0  24.6 99.0 99.00
2016 09 01 07 50  52  8.6 10.2  1.69  7.69  5.72  95 1012.9  27.7  28.0  24.4 99.0 99.00
2016 09 01 08 50  54  8.3  9.6  1.75  6.67  5.53  55 1013.1  27.7  28.0  24.0 99.0 99.00
2016 09 01 09 50  54  8.5  9.9  1.72  6.67  5.32  68 1013.4  27.7  28.0  24.3 99.0 99.00
2016 09 01 10 50  60  8.1  9.6  1.64  6.67  5.23  63 1014.0  27.8  28.0  23.9 99.0 99.00
2016 09 01 11 50  52  8.3  9.7  1.71  6.67  5.40  60 1014.2  27.8  28.0  24.0 99.0 99.00
2016 09 01 12 50  59  8.0  9.4  1.82  7.14  5.50  75 1014.5  27.9  28.0  24.0 99.0 99.00
2016 09 01 13 50  64  6.9  8.4  1.68  6.67  5.51  65 1014.4  27.9  28.1  24.0 99.0 99.00
2016 09 01 14 50  57  7.1  8.3  1.78  7.14  5.64  64 1013.9  28.0  28.1  23.4 99.0 99.00
2016 09 01 15 50  52  6.3  7.5  1.74  6.67  5.47  63 1013.2  27.8  28.2  24.1 99.0 99.00
2016 09 01 16 50  51  6.2  7.2  1.71  7.14  5.67  77 1012.7  28.0  28.2  24.1 99.0 99.00
2016 09 01 17 50  45  6.3  7.1  1.57  6.67  5.63  60 1012.5  28.0  28.2  24.2 99.0 99.00
2016 09 01 18 50  45  6.1  7.1  1.58  6.67  5.47  51 1012.4  28.1  28.2  24.5 99.0 99.00
2016 09 01 19 50  49  6.4  7.8  1.66  6.67  5.66  63 1012.5  27.8  28.2  24.3 99.0 99.00
2016 09 01 20 50  41  7.7  9.5  1.68  6.67  5.53  56 1012.7  27.8  28.1  23.7 99.0 99.00
2016 09 01 21 50  44  6.2  7.3  1.57  8.33  5.68 124 1013.5  27.9  28.1  24.5 99.0 99.00
2016 09 01 22 50  49  6.2  7.4  1.59  6.67  5.70  59 1014.1  28.0  28.1  24.6 99.0 99.00
2016 09 01 23 50  41  6.6  7.9  1.64  7.14  5.56  56 1014.5  27.9  28.0  24.8 99.0 99.00
