#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 01 31 23 50  79  8.2 10.0  2.30  9.09  6.11  63 1017.2  25.1  25.5  20.8 99.0 99.00
2016 02 01 00 50  79  8.6  9.9  2.36  9.09  6.11  71 1017.4  25.0  25.5  20.5 99.0 99.00
2016 02 01 01 50  80  8.6 10.4  2.21 10.00  6.03  58 1017.4  25.1  25.5  20.5 99.0 99.00
2016 02 01 02 50  85  8.7 10.0  2.37  9.09  6.16  59 1017.3  25.0  25.5  20.1 99.0 99.00
2016 02 01 03 50  74  7.4  8.9  2.48  9.09  6.40  61 1016.9  24.9  25.5  20.5 99.0 99.00
2016 02 01 04 50  75  8.1  9.8  2.50  9.09  6.58  66 1016.2  24.2  25.5  20.8 99.0 99.00
2016 02 01 05 50  80  7.7  9.7  2.23  9.09  6.28  59 1015.9  24.9  25.5  20.6 99.0 99.00
2016 02 01 06 50  82  8.6 10.4  2.45 10.00  6.29  49 1015.6  24.8  25.5  20.3 99.0 99.00
2016 02 01 07 50  80  8.4  9.8  2.29  9.09  6.26  58 1015.8  24.9  25.5  20.4 99.0 99.00
2016 02 01 08 50  75  8.4 10.0  2.28 10.00  6.16  62 1015.8  24.9  25.5  20.6 99.0 99.00
2016 02 01 09 50  78  9.4 11.3  2.38  9.09  6.22  66 1016.3  25.0  25.5  20.6 99.0 99.00
2016 02 01 10 50  77  9.4 11.1  2.47 10.00  6.45  65 1017.0  25.1  25.5  20.7 99.0 99.00
2016 02 01 11 50  76  9.3 10.8  2.26 10.00  6.11  57 1017.7  25.1  25.5  20.8 99.0 99.00
2016 02 01 12 50  70  8.8 10.6  2.16 10.00  6.05  46 1017.8  25.2  25.6  20.8 99.0 99.00
2016 02 01 13 50  80  9.1 10.6  2.44 10.00  6.51  57 1017.4  25.2  25.6  20.6 99.0 99.00
2016 02 01 14 50  83  8.2  9.7  2.26 10.81  6.13  43 1017.0  25.2  25.6  20.7 99.0 99.00
2016 02 01 15 50  83  8.2  9.6  2.34  9.09  6.34  69 1016.3  25.2  25.6  20.7 99.0 99.00
2016 02 01 16 50  76  6.9  8.2  2.49 10.00  6.62  66 1015.5  25.1  25.7  20.8 99.0 99.00
2016 02 01 17 50  81  7.4  8.8  2.13 10.81  6.19  56 1014.6  25.1  25.7  20.9 99.0 99.00
2016 02 01 18 50  77  7.3  9.2  2.20 10.00  6.45  59 1014.5  25.1  25.7  21.1 99.0 99.00
2016 02 01 19 50  81  7.3  8.6  2.29 10.00  6.39  58 1014.7  25.1  25.7  21.1 99.0 99.00
2016 02 01 20 50  90  7.2  8.6  2.38 10.00  6.53  59 1015.1  25.1  25.6  21.0 99.0 99.00
2016 02 01 21 50  84  7.7  8.9  2.23 10.81  6.34  59 1015.4  25.0  25.6  21.0 99.0 99.00
2016 02 01 22 50  87  8.1  9.4  2.08 10.00  6.15  71 1016.0  25.0  25.6  20.9 99.0 99.00
2016 02 01 23 50  86  8.4  9.6  2.29 10.00  6.50  66 1016.5  25.0  25.6  21.1 99.0 99.00
2016 02 02 00 50  83  7.6  8.7  2.10 10.00  6.41  65 1016.8  25.0  25.6  21.1 99.0 99.00
2016 02 02 01 50  82  7.7  8.9  2.08 10.00  6.27  62 1016.4  24.9  25.6  21.1 99.0 99.00
2016 02 02 02 50  78  6.9  8.2  2.21 10.00  6.56  61 1016.4  24.8  25.6  21.3 99.0 99.00
2016 02 02 03 50  85  7.3  8.5  2.26  9.09  6.47  61 1016.2  24.8  25.6  21.1 99.0 99.00
2016 02 02 04 50  78  6.8  8.3  2.04 10.00  6.32  62 1015.8  24.8  25.5  21.2 99.0 99.00
2016 02 02 05 50  87  7.1  8.2  1.91 10.00  6.19  54 1015.2  24.8  25.5  20.8 99.0 99.00
2016 02 02 06 50  86  6.1  7.3  2.04 10.00  6.28  56 1015.0  24.8  25.5  20.8 99.0 99.00
2016 02 02 07 50  76  6.8  8.3  2.09 10.00  6.51  58 1015.4  24.8  25.5  21.0 99.0 99.00
2016 02 02 08 50  85  6.9  8.5  1.97 10.81  6.40  64 1015.6  24.9  25.5  21.0 99.0 99.00
2016 02 02 09 50  69  6.8  8.1  1.96 10.00  6.43  65 1016.2  24.9  25.5  20.9 99.0 99.00
2016 02 02 10 50  72  7.3  9.2  2.13 10.00  6.53  57 1016.6  25.0  25.5  20.6 99.0 99.00
2016 02 02 11 50  74  7.7  8.9  2.10 10.00  6.63  47 1017.0  25.0  25.6  20.6 99.0 99.00
2016 02 02 12 50  73  7.8  9.6  2.13 10.00  6.76  61 1017.1  25.1  25.6  20.8 99.0 99.00
2016 02 02 13 50  77  7.7  9.1  2.01  7.69  6.31  65 1016.8  25.1  25.6  20.6 99.0 99.00
2016 02 02 14 50  73  7.5  9.4  2.15 10.00  6.53  57 1016.4  25.2  25.6  20.6 99.0 99.00
2016 02 02 15 50  69  8.3  9.6  2.05 10.00  6.41  58 1015.4  25.2  25.6  20.6 99.0 99.00
2016 02 02 16 50  71  7.9  9.2  2.23 10.00  6.48  64 1014.6  25.2  25.7  20.3 99.0 99.00
2016 02 02 18 50  73  7.7  9.2  2.16 13.79  6.30 329 1014.0  25.3  25.7  20.6 99.0 99.00
2016 02 02 19 50  72  7.9  9.5  2.28 12.90  6.43 345 1014.3  25.2  25.6  20.6 99.0 99.00
2016 02 02 20 50  75  8.3 10.0  2.32 10.00  6.57  54 1014.8  25.2  25.6  20.6 99.0 99.00
2016 02 02 21 50  77  7.8  9.0  2.23 10.00  6.63  59 1015.5  25.2  25.6  20.7 99.0 99.00
2016 02 02 22 50  78  7.6  8.7  2.11 13.79  6.56 324 1015.9  25.1  25.6  20.6 99.0 99.00
2016 02 02 23 50  81  7.0  8.2  2.08 10.00  6.47  64 1016.5  25.1  25.6  20.6 99.0 99.00
2016 02 03 00 50  79  6.8  8.3  2.13 12.90  6.71 345 1016.7  25.1  25.6  20.9 99.0 99.00
2016 02 03 01 50  79  7.3  8.8  2.18 12.90  6.57 326 1016.5  25.0  25.6  21.1 99.0 99.00
2016 02 03 02 50  76  6.8  8.2  2.01  9.09  6.31  64 1016.2  24.9  25.6  21.0 99.0 99.00
2016 02 03 03 50  70  7.1  8.3  2.13 12.90  6.93 333 1015.5  24.8  25.5  20.8 99.0 99.00
2016 02 03 04 50  70  6.8  8.3  2.03 12.90  6.27 347 1014.9  24.7  25.5  20.4 99.0 99.00
2016 02 03 05 50  74  6.7  8.2  2.13 12.12  6.85 342 1014.2  24.6  25.5  20.0 99.0 99.00
2016 02 03 06 50  71  6.5  8.0  1.99 10.00  6.52  67 1013.7  24.6  25.5  20.4 99.0 99.00
2016 02 03 07 50  68  6.5  7.6  1.91  9.09  6.55  64 1013.8  24.6  25.5  20.2 99.0 99.00
2016 02 03 08 50  68  6.6  8.1  1.94 10.00  6.54  50 1014.1  24.6  25.5  20.1 99.0 99.00
2016 02 03 09 50  67  7.3  8.5  1.88 10.81  6.54  39 1014.6  24.7  25.5  19.8 99.0 99.00
2016 02 03 10 50  62  7.2  8.2  1.99 12.12  6.56 331 1015.2  24.8  25.5  19.5 99.0 99.00
2016 02 03 11 50  68  6.7  8.8  1.93 10.81  6.48  19 1015.8  24.8  25.6  19.8 99.0 99.00
2016 02 03 12 50  73  7.8  9.1  2.14 12.12  6.79 343 1015.7  25.0  25.6  19.9 99.0 99.00
2016 02 03 13 50  79  8.5 10.1  2.05 10.81  6.51  53 1015.3  25.0  25.6  19.9 99.0 99.00
2016 02 03 14 50  70  7.7  9.4  2.07 11.43  6.27  10 1014.8  25.0  25.7  20.3 99.0 99.00
2016 02 03 15 50  87  7.1  8.6  1.97 11.43  6.14 360 1014.1  25.1  25.7  19.9 99.0 99.00
2016 02 03 16 50  78  6.9  8.3  2.10 10.81  6.56  43 1013.2  25.0  25.7  20.2 99.0 99.00
2016 02 03 17 50  87  7.1  8.5  1.92 11.43  6.34 337 1012.5  25.0  25.8  20.2 99.0 99.00
2016 02 03 18 50  86  6.9  8.3  2.22  8.33  6.60  84 1012.5  25.1  25.7  20.4 99.0 99.00
2016 02 03 19 50  86  7.1  8.5  2.15 11.43  6.57 323 1012.7  25.1  25.7  20.1 99.0 99.00
2016 02 03 20 50  89  7.1  8.8  2.22 10.00  6.75  49 1013.1  25.1  25.7  20.7 99.0 99.00
2016 02 03 21 50  81  6.7  9.1  2.11 10.00  6.38  66 1013.6  25.1  25.7  20.7 99.0 99.00
2016 02 03 22 50  89  7.1  8.3  2.07 10.00  6.29  52 1014.0  25.1  25.7  20.8 99.0 99.00
2016 02 03 23 50  89  7.6  9.2  2.15 10.81  6.59  48 1014.4  25.1  25.6  20.6 99.0 99.00
2016 02 04 00 50  85  7.3  8.9  2.02 10.00  6.09  49 1014.7  25.1  25.6  20.6 99.0 99.00
2016 02 04 01 50  85  7.7  9.4  2.08 10.00  6.36  74 1014.7  25.0  25.6  20.9 99.0 99.00
2016 02 04 02 50  92  8.0  9.4  1.93 10.81  6.07  46 1014.3  25.0  25.6  20.6 99.0 99.00
2016 02 04 03 50  91  8.4 10.5  2.13 10.00  6.49  53 1013.8  24.9  25.6  20.7 99.0 99.00
2016 02 04 04 50  93  8.0  9.5  1.96 10.00  6.17  56 1013.5  24.9  25.6  20.6 99.0 99.00
2016 02 04 05 50  95  8.0  9.4  2.18 10.00  6.44  53 1012.9  24.9  25.6  20.4 99.0 99.00
2016 02 04 06 50  97  7.7  9.3  2.03 10.81  6.19  25 1013.1  24.9  25.6  20.3 99.0 99.00
2016 02 04 07 50 103  7.8  9.5  1.97  9.09  5.87  80 1013.4  24.9  25.6  20.2 99.0 99.00
2016 02 04 08 50 100  7.4  9.0  2.04 10.00  6.36  36 1014.0  24.9  25.6  20.5 99.0 99.00
2016 02 04 09 50  94  6.9  8.0  1.94  9.09  6.18  68 1014.7  24.9  25.6  20.2 99.0 99.00
2016 02 04 10 50  83  7.2  8.6  2.16 10.00  6.38  46 1015.8  25.0  25.6  20.2 99.0 99.00
2016 02 04 11 50  88  7.1  8.6  2.08  7.14  6.14  81 1016.5  25.2  25.6  19.9 99.0 99.00
2016 02 04 12 50  84  6.9  8.4  2.00 10.81  6.28   7 1016.9  25.1  25.6  20.2 99.0 99.00
2016 02 04 13 50  84  7.6  9.4  2.08  9.09  6.27  51 1016.7  25.1  25.7  20.1 99.0 99.00
2016 02 04 14 50  80  8.0  9.0  2.21  8.33  6.26  87 1016.1  25.1  25.7  20.1 99.0 99.00
2016 02 04 15 50  78  8.2 10.0  2.08 10.00  6.13  57 1015.4  25.1  25.7  19.9 99.0 99.00
2016 02 04 16 50  78  8.0 10.0  2.14 10.00  6.31  41 1014.8  25.1  25.7  20.2 99.0 99.00
2016 02 04 17 50  77  8.3  9.7  2.06  7.69  6.04  97 1014.1  25.1  25.7  20.4 99.0 99.00
2016 02 04 18 50  74  9.1 10.5  1.97 10.00  5.86  52 1014.2  25.1  25.7  20.1 99.0 99.00
2016 02 04 19 50  79  8.4 10.0  2.02  7.69  5.83  89 1014.5  25.2  25.7  20.3 99.0 99.00
2016 02 04 20 50  75  8.1  9.8  2.14 10.00  5.89  35 1015.3  25.2  25.7  20.9 99.0 99.00
2016 02 04 21 50  75  9.1 10.8  2.07  7.14  5.89  82 1015.7  25.2  25.6  20.3 99.0 99.00
2016 02 04 22 50  76  9.6 11.1  2.09  6.67  5.83  82 1016.2  25.1  25.6  20.6 99.0 99.00
2016 02 04 23 50  74  9.2 10.9  2.11  7.69  5.78  93 1016.6  25.2  25.6  20.6 99.0 99.00
