#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 05 05 15 30 291  3.2  7.3 99.00 99.00 99.00 999 1009.9  25.0  27.3  23.9 99.0 99.00 
2016 05 05 15 40 305  1.5  6.4  1.57  7.69  6.42  73 1010.1  23.1  26.6  22.2 99.0 99.00 
2016 05 05 15 50 301  1.0  5.0 99.00 99.00 99.00 999 1010.0  22.3  26.0  22.0 99.0 99.00 
2016 05 05 16 00 299  1.0  3.9 99.00 99.00 99.00 999 1009.8  22.1  25.6  21.9 99.0 99.00 
2016 05 05 16 10 301  1.3  3.8 99.00 99.00 99.00 999 1009.4  22.6  25.2  22.2 99.0 99.00 
2016 05 05 16 20 299  1.1  4.4 99.00 99.00 99.00 999 1008.9  22.8  24.8  22.3 99.0 99.00 
2016 05 05 16 30 295  1.2  3.7 99.00 99.00 99.00 999 1008.8  22.9  24.6  22.4 99.0 99.00 
2016 05 05 16 40 286  1.4  3.8  1.65  7.14  5.97 113 1008.8  23.1  24.6  22.4 99.0 99.00 
2016 05 05 16 50 288  1.0  5.0 99.00 99.00 99.00 999 1008.9  23.2  24.6  22.2 99.0 99.00 
2016 05 05 17 00 288  1.3  4.2 99.00 99.00 99.00 999 1009.1  23.4  24.6  22.1 99.0 99.00 
2016 05 05 17 10 284  1.3  3.4 99.00 99.00 99.00 999 1009.0  23.4  24.5  22.3 99.0 99.00 
2016 05 05 17 20 277  2.0  4.3 99.00 99.00 99.00 999 1009.1  23.3  24.5  22.3 99.0 99.00 
2016 05 05 17 30 278  2.3  4.3 99.00 99.00 99.00 999 1008.9  23.1  24.7  22.5 99.0 99.00 
2016 05 05 17 40 282  2.9  6.1  1.56  6.67  6.13 126 1008.5  22.9  24.8  22.5 99.0 99.00 
2016 05 05 17 50 282  2.6  5.1 99.00 99.00 99.00 999 1008.2  22.9  24.9  22.4 99.0 99.00 
2016 05 05 18 00 286  2.6  5.1 99.00 99.00 99.00 999 1008.1  23.2  25.0  22.4 99.0 99.00 
2016 05 05 18 10 282  2.6  5.3 99.00 99.00 99.00 999 1008.2  23.4  25.1  22.4 99.0 99.00 
2016 05 05 18 20 284  2.6  4.6 99.00 99.00 99.00 999 1008.2  23.5  25.2  22.4 99.0 99.00 
2016 05 05 18 30 284  2.7  5.8 99.00 99.00 99.00 999 1008.6  23.7  25.3  22.4 99.0 99.00 
2016 05 05 18 40 285  3.0  5.9  1.47  7.69  6.34  92 1008.9  23.5  25.3  22.7 99.0 99.00 
2016 05 05 18 50 282  3.2  6.1 99.00 99.00 99.00 999 1008.9  23.1  25.3  22.7 99.0 99.00 
2016 05 05 19 00 283  3.3  6.5 99.00 99.00 99.00 999 1008.4  23.0  25.3  22.7 99.0 99.00 
2016 05 05 19 10 287  2.9  5.8 99.00 99.00 99.00 999 1008.5  22.6  25.2  21.7 99.0 99.00 
2016 05 05 19 20 284  2.5  4.8 99.00 99.00 99.00 999 1008.6  22.2  25.2  21.4 99.0 99.00 
