#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2016 05 31 23 50  72 10.0 11.9  2.25  7.69  5.78  84 1014.3  27.3  27.7  23.7 99.0 99.00
2016 06 01 00 50  75  9.8 11.3  2.43  8.33  5.92  99 1014.6  27.3  27.7  23.7 99.0 99.00
2016 06 01 01 50  76 10.1 12.2  2.32  8.33  5.76  95 1014.8  27.1  27.7  24.0 99.0 99.00
2016 06 01 02 50  75  9.2 11.0  2.61  8.33  6.00  97 1014.5  27.2  27.6  23.5 99.0 99.00
2016 06 01 03 50  75  9.4 11.3  2.31  8.33  5.87  91 1013.8  27.1  27.6  23.6 99.0 99.00
2016 06 01 04 50  73  9.8 12.0  2.47  7.69  5.98  86 1012.8  27.1  27.6  23.8 99.0 99.00
2016 06 01 05 50  73  8.3 10.1  2.55  7.69  5.99  95 1012.8  27.1  27.6  24.1 99.0 99.00
2016 06 01 06 50  81  8.4 10.7  2.41  8.33  6.02 102 1012.6  27.2  27.6  24.0 99.0 99.00
2016 06 01 07 50  85  8.8 10.5  2.38  9.09  6.12 103 1012.8  27.0  27.6  24.1 99.0 99.00
2016 06 01 08 50  86  9.0 11.4  2.36  7.69  5.99 100 1013.4  27.2  27.6  23.8 99.0 99.00
2016 06 01 09 50  78  8.2  9.3  2.64  8.33  6.24 104 1014.4  27.2  27.6  23.9 99.0 99.00
2016 06 01 10 50  78  8.4 10.0  2.16  8.33  5.94 104 1014.9  27.3  27.5  24.1 99.0 99.00
2016 06 01 11 50  80  8.2  9.8  2.07  8.33  5.88 113 1015.4  27.1  27.6  24.4 99.0 99.00
2016 06 01 12 50  86  9.3 10.9  2.35  8.33  6.13 106 1015.8  27.4  27.6  23.9 99.0 99.00
2016 06 01 13 50  85  8.5  9.7  2.10  8.33  5.85 105 1015.7  27.5  27.7  24.0 99.0 99.00
2016 06 01 14 50  74  8.4  9.9  2.44  8.33  6.29 101 1015.7  27.5  27.7  24.0 99.0 99.00
2016 06 01 15 50  71  9.1 10.6  2.30  8.33  6.06 111 1015.3  27.4  27.8  23.9 99.0 99.00
2016 06 01 16 50  70  9.4 10.8  2.19  8.33  5.88 109 1014.6  27.4  27.8  23.9 99.0 99.00
2016 06 01 17 50  66  9.4 11.4  2.34  8.33  5.94 102 1014.2  27.5  27.9  23.9 99.0 99.00
2016 06 01 18 50  61  9.2 10.9  2.31  7.69  6.11 100 1014.0  27.5  27.8  23.8 99.0 99.00
2016 06 01 19 50  58  9.0 11.1  2.33  8.33  6.01 109 1013.9  27.5  27.8  24.0 99.0 99.00
2016 06 01 20 50  61  9.9 11.5  2.23  7.69  5.79  92 1014.0  27.5  27.8  23.7 99.0 99.00
2016 06 01 21 50  67  9.9 12.1  2.27  8.33  5.72  94 1014.7  27.4  27.8  23.8 99.0 99.00
2016 06 01 22 50  72  9.9 12.0  2.36  8.33  5.90 104 1015.6  27.4  27.7  23.8 99.0 99.00
2016 06 01 23 50  70 10.0 11.8  2.26  8.33  5.72  95 1016.2  27.4  27.7  23.9 99.0 99.00
2016 06 02 00 50  76 10.2 12.0  2.20  8.33  5.77  88 1016.5  27.3  27.7  23.9 99.0 99.00
2016 06 02 01 50  76 10.5 12.7  2.29  7.69  5.76 101 1017.2  27.4  27.7  23.3 99.0 99.00
2016 06 02 02 50  81  9.5 11.7  2.45  8.33  5.94  95 1017.1  27.3  27.6  23.5 99.0 99.00
2016 06 02 03 50  80  8.0  9.9  2.38  7.69  5.90  95 1016.6  27.3  27.6  23.5 99.0 99.00
2016 06 02 04 50  75  9.2 12.4  2.43  8.33  6.02  96 1015.6  27.1  27.6  23.9 99.0 99.00
2016 06 02 05 50  88  9.6 11.6  2.24  7.69  6.00  88 1015.0  26.1  27.6  23.3 99.0 99.00
2016 06 02 06 50  95  8.4 10.5  2.34  8.33  6.07 105 1014.9  27.0  27.6  23.4 99.0 99.00
2016 06 02 07 50  88  7.4  9.4  2.65  8.33  6.32  94 1014.9  27.0  27.6  23.5 99.0 99.00
2016 06 02 08 50  73  7.8  9.9  2.27  8.33  6.05 102 1015.2  26.4  27.6  23.5 99.0 99.00
2016 06 02 09 50  60  8.2 10.0  2.31  8.33  6.16 106 1015.6  26.8  27.6  24.0 99.0 99.00
2016 06 02 10 50  61  8.7 10.0  2.16  7.69  5.97  93 1016.0  27.1  27.6  23.5 99.0 99.00
2016 06 02 11 50  68  8.9 10.6  2.33  8.33  6.10 100 1016.5  27.3  27.6  23.1 99.0 99.00
2016 06 02 12 50  70  8.6  9.9  2.28  8.33  6.18  95 1016.8  27.3  27.6  23.1 99.0 99.00
