#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2015 12 31 23 50  75 10.0 11.9  2.63  9.09  6.28  91 1016.8  26.5  27.0  22.5 99.0 99.00
2016 01 01 00 50  78 10.1 12.5  2.59  9.09  6.14 109 1017.2  26.5  27.0  22.4 99.0 99.00
2016 01 01 01 50  85 10.2 11.9  2.71  8.33  6.35 100 1017.1  26.3  27.0  22.5 99.0 99.00
2016 01 01 02 50  84 10.2 13.1  2.88  9.09  6.51  89 1016.6  26.3  27.0  22.4 99.0 99.00
2016 01 01 03 50  80 10.4 12.8  2.83  7.69  6.29  80 1016.1  26.4  27.0  22.3 99.0 99.00
2016 01 01 04 50  78 10.1 12.3  3.11  9.09  6.50  99 1015.7  26.1  26.9  22.3 99.0 99.00
2016 01 01 05 50  76 10.4 12.0  2.87  9.09  6.38  91 1015.0  26.2  26.9  21.9 99.0 99.00
2016 01 01 06 50  80 10.2 11.7  2.91  9.09  6.47  95 1014.6  26.3  26.9  21.5 99.0 99.00
2016 01 01 07 50  78 10.1 11.8  3.12  9.09  6.74 101 1014.7  26.3  27.0  21.5 99.0 99.00
2016 01 01 08 50  74  9.6 11.8  2.83  9.09  6.53 110 1015.1  26.2  27.0  21.3 99.0 99.00
2016 01 01 09 50  71 10.0 11.6  2.89  9.09  6.60  97 1015.5  26.2  27.0  21.1 99.0 99.00
2016 01 01 10 50  67  9.9 11.7  2.84  9.09  6.56  97 1016.1  26.4  27.0  21.4 99.0 99.00
2016 01 01 11 50  74 10.0 12.1  2.79  9.09  6.61  86 1017.0  26.5  27.0  21.3 99.0 99.00
2016 01 01 12 50  76  9.2 10.8  2.79  9.09  6.79 104 1017.4  26.6  27.0  21.6 99.0 99.00
2016 01 01 13 50  72  9.3 11.0  2.79  9.09  6.75  95 1017.4  26.4  27.0  21.9 99.0 99.00
2016 01 01 14 50  73  9.6 11.4  3.13  9.09  6.81  99 1017.0  26.4  27.1  21.3 99.0 99.00
2016 01 01 15 50  72  9.5 11.4  2.96  9.09  7.06 112 1016.1  26.4  27.1  21.4 99.0 99.00
2016 01 01 16 50  70  9.2 10.9  3.06  9.09  6.83 100 1015.1  26.4  27.1  21.6 99.0 99.00
2016 01 01 17 50  77  9.3 10.9  2.97  9.09  6.73  90 1014.7  26.5  27.1  20.9 99.0 99.00
2016 01 01 18 50  81  9.6 11.1  2.82  9.09  7.13 103 1014.4  26.5  27.1  20.9 99.0 99.00
2016 01 01 19 50  77  8.7 10.6  3.01  9.09  7.12  99 1014.5  26.5  27.1  21.2 99.0 99.00
